tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab,stabf
6.247766188,2.501325218,7.023144843,,3.529108845,-1.22214934,-0.685732015,-1.622494975,0.56598798,0.618286187,0.683720317,0.659085776,0.051649345,unstable
9.590487409,7.354732211,6.716401214,7.323079925,2.867102479,-0.617392954,-0.696100918,-1.553462253,0.891667259,0.101941782,0.386866491,0.513981959,0.051644612,unstable
,8.901551555,8.234755676,,3.79564827,-1.350461111,-1.806518983,-0.643450271,0.151216174,0.80030298,0.55017754,0.614526699,0.051265488,unstable
8.401318137,1.201740134,5.345457278,4.644409619,3.291262118,-1.450927246,-1.205778422,,,0.294218624,0.726565729,0.279960317,0.009107282,unstable
,6.444523194,0.89305388,,3.173943865,,-0.589711249,-1.260269412,0.439429418,0.229664003,0.501674838,0.846112976,0.003591788,unstable
6.502461679,1.114585197,9.176414681,1.951075626,3.785191545,-0.881020747,-0.936853783,-1.970224393,0.066108355,0.109037006,0.552345001,0.754757166,-0.021074345,stable
9.494324092,7.647002823,5.160481449,,,-1.799511043,-1.515721677,-1.850584046,0.307468647,0.520837435,0.237689444,0.776317749,0.047660158,unstable
3.810143058,1.228661703,8.974912589,6.890679992,5.168243592,-1.858495003,-1.715393871,-1.594624239,0.630697937,0.324707141,0.394005293,0.576642733,0.008250462,unstable
9.321756999,2.35916917,6.233907808,0.972528075,4.739151925,,-1.848178224,-1.644841069,0.874143134,0.541969531,0.112508004,,-0.018646355,stable
5.730869829,6.059508145,4.556262216,8.900779916,4.525432607,-1.789005693,-1.017063258,-1.715312691,0.650843745,0.80286458,0.556257575,0.804733415,0.080115897,unstable
0.838039493,3.188136797,2.404055371,2.060959103,5.206053918,-1.719838501,-1.781497485,-1.690837439,,0.958317922,0.194773696,0.919288282,0.006471999,unstable
,8.886313348,1.835245681,6.315621629,3.595446317,-5.583676053,-1.063785013,-1.593068476,0.129274552,0.393286447,0.253411917,0.40632633,-0.029527646,stable
4.138344648,2.857528252,8.349982693,6.032102673,3.906607993,-1.441749622,-0.810642208,-1.645222761,-2.217530523,0.300001291,0.682384276,0.455091856,0.014702398,unstable
1.272286061,7.853045452,3.251099124,3.253453555,4.080819098,-1.32128444,-1.850842293,-0.889411043,0.483976481,0.699942048,,0.336178615,-0.002454661,stable
1.163706109,0.628453931,0.590638765,8.463201418,,-0.827419295,,-1.088713888,0.636417811,0.421965515,0.540758398,0.483569499,-0.031198564,stable
5.501247611,8.928191726,1.460263469,6.317040152,,-1.717671273,-1.345274702,-1.222476825,0.684528159,0.56270355,0.4983059,0.446945488,0.02682471,unstable
7.628718759,1.085977327,9.686811494,4.531671329,4.060410618,-1.735828373,-1.687731108,-0.643496829,0.616778359,0.444370762,0.054643651,0.474183739,-0.018598518,stable
2.62086172,0.713711938,3.509045466,9.137568033,3.751782992,-1.345955616,-1.790043996,-0.633956704,0.86632406,0.570596684,0.778584591,0.784774672,-0.020309834,stable
4.666984196,4.24743146,1.303201866,5.020253514,4.409595565,-1.04183984,-1.517599256,-1.854407363,0.934136397,0.755269339,0.791703708,,0.069811073,unstable
4.249751097,1.017697166,0.479350167,7.468425402,4.563027359,-1.509235453,-1.640108258,-1.416465922,0.378215041,0.626556915,0.417516993,0.283904736,-0.042759881,stable
5.70967817,2.269819327,1.435364587,5.939935484,5.120595139,-1.579030639,-1.822598575,-1.721376546,0.768359753,0.605430728,0.435257702,0.429057888,0.011411339,unstable
1.624714831,4.994575278,9.627359384,9.915902065,3.611111468,-0.502920033,-1.842503989,-1.280133887,0.102057932,0.415227401,0.237187072,0.589495267,0.007342487,unstable
5.127890078,2.777983777,8.510954257,7.684671929,3.529656263,-0.887543562,-1.754086277,-0.876136893,0.059904245,0.779857455,0.603663642,0.227663011,-0.001649044,stable
2.578909711,9.902529682,6.815901144,6.393989101,3.934734886,-1.066091353,-1.188017609,-1.679885536,0.078639872,0.354785431,0.487943768,0.311463487,0.005482507,unstable
6.373641526,7.630942696,1.985409851,6.795106104,4.146990952,-0.731261195,-1.945000663,-1.485853265,0.750199462,0.792783066,0.133084112,0.376932859,0.053197964,unstable
4.756388937,5.672125503,1.582334447,7.374282421,3.535192205,-1.290791501,-0.806144077,-1.434519773,0.663711097,0.15755047,0.313670953,0.353886821,-0.011058432,stable
0.550824196,4.434809851,1.148595235,4.325700027,5.055828494,-1.350559186,-1.717158891,-1.96521877,,0.115021867,,0.459902958,-0.031591944,stable
8.967759476,8.721985854,1.987645601,0.78910424,4.121927404,-1.381779168,-1.611726904,-1.117206008,0.520590448,0.674517409,0.235377178,0.859375588,-0.013336,stable
9.960258045,3.519996556,6.467288603,1.250740123,3.154815661,-0.586779727,-1.157725939,-1.418162954,0.385527246,0.253094637,0.061374551,0.922037744,-0.032816047,stable
9.797516713,7.755315206,5.74375212,3.58259861,3.184673957,-0.672902746,-1.792162915,-0.725234882,0.134866142,,0.626421296,0.556201918,0.008031096,unstable
6.715781499,8.586789594,9.090048336,9.791489149,3.691534386,-0.938887746,-0.987219121,-1.765642701,,0.070142197,0.391421419,0.90497862,0.059459182,unstable
8.871691687,7.796047641,7.85204059,,3.03207968,-0.849954495,-1.337738952,-0.839205069,0.750264882,0.705650959,0.681458537,0.945851983,0.094890966,unstable
9.887921998,7.282245859,1.069194661,7.824969454,2.892757109,-0.898519789,-0.607579741,-1.382617198,,0.685880224,0.652685919,0.205884046,-0.000445032,stable
4.680570477,0.812128811,2.490903818,7.926354095,,-1.625256388,-1.199306037,-0.755511246,0.648613893,0.539708777,0.593342477,0.750665606,0.002339955,unstable
1.555584998,2.523976649,9.557022027,7.044345856,4.842390544,-1.917034849,-1.212282366,-1.709831848,0.658815879,0.052413215,0.552500972,0.552901956,-0.006161235,stable
9.979873226,4.80941768,1.214016314,4.902975132,2.950165736,-1.074437081,-0.914380433,-0.975578873,0.746916191,0.779803257,0.646152742,0.512966348,0.015881986,unstable
8.302184115,3.793133579,3.295875689,9.603076215,3.949817744,-1.581651871,-0.949447013,-1.415740676,0.706092494,0.534212554,0.307820833,0.148774948,0.010480183,unstable
9.807110583,8.801976474,,8.69612449,2.237032345,-0.675912281,-0.656660273,-0.905667645,0.179829895,0.298012962,0.730645107,0.594325467,0.051592896,unstable
2.078722119,2.134342679,2.788894466,9.896981333,2.72726061,-1.080442639,-1.102686448,-0.527520888,0.548318072,0.715669549,0.957741554,0.120904377,-0.023242579,stable
7.555352629,7.593262445,5.654721851,5.828484579,3.492760391,-1.096245092,-0.826167536,-1.571072558,0.060855855,0.62852351,0.184067551,0.994349083,0.047446808,unstable
4.24006988,4.045798882,8.660465375,7.259939343,4.382353616,-1.013529317,-1.898592522,-1.469485757,0.706988092,0.985861651,0.749448459,0.529695008,0.073940899,unstable
8.718612471,9.7685708,6.462048876,8.484288724,4.398057237,-1.949623098,-1.042325288,-1.425097799,0.75667063,0.513294079,0.858874681,0.264197343,0.069900693,unstable
6.599402258,7.935209402,8.487376957,4.594295453,4.180134693,-0.673864701,-1.928995802,-1.590903615,0.660157164,0.381366702,0.799002617,0.932570433,0.078980435,unstable
1.53679486,9.654089943,8.787290913,4.789320277,4.130301074,-1.189314813,-1.513886508,-1.427823331,0.440849092,0.457816051,0.677227819,0.387604406,0.018518076,unstable
7.098979529,3.90994149,3.670965694,7.949910178,4.624156567,-1.150198067,,-1.632195891,0.537739381,0.463261612,0.56652199,0.164168056,0.014089688,unstable
2.080591662,,2.138435557,2.404244069,3.269475569,-0.995993163,-0.947834501,-1.312706988,0.516147372,0.108741015,0.183683214,0.580545541,-0.024902084,stable
7.868335491,3.058216976,6.836358166,1.527174625,4.146148107,-1.821831656,-0.963963387,-1.355767903,0.887228076,0.063095611,,0.811016631,0.025144601,unstable
0.654207555,,8.871765381,5.952857472,3.677679812,-0.676877959,-1.157970825,-1.845756624,0.763088351,0.07272745,0.522216425,0.947439505,-0.00023262,stable
3.511541201,5.106016429,9.301225046,8.242555323,5.008128113,-1.750642023,,-1.381606458,0.080308165,0.448588055,0.729077612,0.768461391,0.051394622,unstable
4.086358507,3.437632726,2.890815731,7.694780141,5.192599698,-1.743747332,-1.837499107,-1.624463884,0.899053669,0.492489194,0.821491869,0.27554612,0.043657066,unstable
9.553416252,7.266132824,0.830372926,9.733223223,3.687031215,-0.5714094,-1.535561305,-1.574757997,0.878120661,0.653311025,0.891429123,0.238154922,0.019409519,unstable
9.847934323,6.722278663,4.532802047,1.799502315,4.842210406,-1.504200262,,-1.343190477,0.772306529,0.241467712,0.603083801,0.368792918,0.015324601,unstable
4.38837549,2.541943993,9.006735638,4.317443508,4.030972168,-0.976241415,-1.989538873,-1.070232919,0.294807091,0.870944846,0.743897948,0.595711812,0.021388804,unstable
2.764812065,2.749638573,6.96811886,6.276238155,2.466549686,-0.765482813,-0.539715271,-1.150847118,0.133799708,0.18349004,0.5738574,0.591340346,0.009822727,unstable
6.668162237,8.193024451,7.314085227,1.595938447,3.415176777,-0.624495844,,-0.90858914,0.15443955,,0.719582007,0.946548026,0.023007078,unstable
6.060675191,9.577342952,0.744419396,9.463019643,4.428526043,-1.74185151,,-1.331402989,0.27335649,0.478394484,0.440301748,0.053757367,-0.035766709,stable
4.848022491,9.146330771,7.235076444,2.483069138,3.553827675,-1.100381294,-1.221990505,-1.237599135,0.170175132,0.680555166,0.726132599,0.430586781,0.033990654,unstable
8.471220954,4.751446008,8.033596496,9.016724029,4.253559109,-1.94242783,-0.59388488,-1.719787132,0.266592917,0.994640793,0.595904638,0.229642276,0.048155559,unstable
8.073226685,6.728186907,3.899087605,2.404327043,3.600491457,-1.34011709,-0.884115993,-1.371304656,0.30416713,0.532282629,0.173509918,0.53271869,-0.008232111,stable
3.551126102,3.838620813,4.89335247,6.121746662,5.011199763,-1.722607561,-1.754313407,,0.29372668,0.987009184,0.42040354,0.685320689,0.058573805,unstable
1.022057749,5.881087092,7.209174675,5.362304318,2.94119334,-1.026693553,-1.130151736,-0.794802199,0.143125903,0.374791165,0.408683748,0.081044564,-0.030326408,stable
4.205159143,-22.21547142,5.586970301,3.734441604,3.264502395,-1.097238665,-1.174425479,-1.010163307,0.745287318,0.151425651,0.690482063,0.839416434,0.062680292,unstable
1.27388467,2.593306928,4.887759115,3.458112577,3.548046974,-1.703143163,-0.902355458,-0.917506292,0.598488717,0.966184208,0.321664248,0.716050831,0.02343845,unstable
8.474978288,1.457329426,9.839175435,7.59567406,3.696823442,-0.653858539,-1.069697438,-1.988502192,0.698978705,0.202468546,0.487036958,0.360422914,0.03390153,unstable
8.894994335,4.096764161,5.509171606,8.144190949,3.40871355,-1.228179997,-0.999350893,,0.956684461,0.673232832,0.745245737,0.796482038,0.086223619,unstable
1.655928256,,2.091140945,9.981855141,3.592098444,-0.899539771,-0.90338786,-1.79027554,0.759348608,0.399770114,0.788412917,0.5384345,-0.031001177,stable
0.997797869,1.453580815,5.8744182,6.563801373,3.066563646,,-0.69103044,-0.727452363,0.162471682,,0.429297743,0.649628845,-0.012833416,stable
7.372817305,3.074462409,8.251770806,5.504336455,3.602533512,-0.56463638,-1.470441982,-1.569858022,0.603828462,0.551288517,0.213778025,0.620271105,0.034765794,unstable
4.410157825,7.692720383,7.56320633,1.502079432,4.071517366,-1.136366467,-1.816907212,-1.111007163,0.642220665,0.445986242,0.509482299,0.852760059,0.012959691,unstable
1.770976888,6.081978433,1.009846263,7.401512318,4.575211585,-1.783347207,-1.525852882,-1.263469135,0.730851796,0.564976115,0.632653446,0.68260135,-0.0087863,stable
6.854318363,,3.150460614,5.20235475,4.96261394,-1.535403637,-1.772802401,-1.647685998,0.90901306,0.149532645,0.62815489,0.046719493,0.005202368,unstable
0.575841695,2.485020611,6.425180327,0.775243579,3.376363294,-1.812396805,-0.717444471,-0.861926369,0.478363974,0.91730921,0.531352119,0.979802043,-0.028454377,stable
5.225152629,8.92752277,7.004361095,1.243214751,2.993549977,-0.741833329,-1.668433691,-0.59715873,0.070048751,0.393751542,0.35048642,0.934122334,-0.02844954,stable
,8.423101715,8.264213129,0.847952747,3.146152477,-0.80897584,,-0.662195254,0.340463641,0.1477345,0.99663998,0.543345835,-0.005310577,stable
7.500163155,6.101225359,0.719586607,9.058139057,3.989157386,,-1.06277496,-1.362021021,0.721027273,0.118573996,0.789189478,0.542856433,0.000764448,unstable
0.932127057,5.865730575,2.15997374,0.840154962,3.703649542,-1.200390446,-1.902252698,-0.605422913,0.818292998,0.684519996,,0.835333221,-0.041996189,stable
9.035405916,4.32762625,0.50103464,4.912827294,,-1.826103347,-0.913515762,-1.280838129,0.519918534,0.80066963,0.346673577,0.685344656,0.01950048,unstable
8.262072305,,3.142528508,5.422853867,2.839158922,-0.748203411,-0.580213265,-1.511957253,0.916492814,0.361160856,0.191056722,0.933974595,0.056697825,unstable
1.619680288,5.717522822,5.90506713,2.453258693,,-1.02557067,-0.86782638,-1.875874514,0.767328578,0.736975335,0.097146369,0.15950826,-0.033336064,stable
3.749419618,2.055296055,3.32138191,4.743630512,4.202682735,-1.570412849,-1.391077783,-1.246360805,0.551390774,0.681176072,,0.475429075,0.022555668,unstable
5.614153926,2.400208074,1.549508239,,3.726407574,-1.176782276,-0.921360049,-1.61396524,0.64536767,0.065832228,0.254177515,0.280416533,-0.019776809,stable
4.509639273,4.199961123,8.981830353,6.733526155,2.154227661,-0.502668355,-0.964905412,-0.690900028,0.920749389,0.871880163,0.690513087,0.495305728,0.076792458,unstable
1.594054234,4.51181305,1.852643973,6.360997266,4.301058595,-1.905858217,-1.85972885,-0.510340861,0.738494989,0.31191604,0.793356076,0.283191454,-0.033357951,stable
5.186812786,9.400679924,7.426776782,0.494175167,3.150607117,-1.306918849,-0.974265218,-0.882320344,0.474691644,0.604437115,,0.928825271,-0.017343445,stable
6.132347959,2.939911973,7.766401783,,3.55168168,-1.095273876,-0.631685187,-1.81888879,0.156697243,0.570172024,0.103637995,0.918442929,0.009698639,unstable
7.368126769,8.299896609,5.080171567,2.784787842,2.920968277,-0.683748695,-0.516268546,-1.730898088,0.441274754,0.339116931,0.942504985,0.768133207,0.047789734,unstable
1.272716103,0.804278806,2.127370868,9.026220571,4.641889516,-1.873162918,-1.820376667,-0.974555466,0.984058745,0.574136867,0.757196014,0.493069925,-0.007257522,stable
5.473989818,2.608020406,8.598745175,7.666288793,4.82187073,-1.554134713,-1.71800784,-1.532248014,0.162921565,0.395785185,0.48429261,0.235146483,-0.010766725,stable
4.265911095,3.009068146,2.104083768,2.558777504,4.561681303,-0.971395723,-1.837767108,-1.747467588,0.927282021,0.329674713,0.595593032,0.887291329,0.049845146,unstable
8.609592176,2.874099001,2.443761406,3.236603196,5.448213974,-1.706159508,-1.80602527,-1.928603123,0.546793393,0.656137519,0.723568946,0.068596825,-0.018938231,stable
7.374693793,3.213829602,2.957014735,5.656805056,3.498479335,-1.759685906,-1.063234664,-0.668095587,0.224548648,0.181258724,0.517682291,0.356045618,-0.033671925,stable
9.073113606,5.955101859,6.755141522,2.886313755,4.194543784,-0.69506005,-1.817667001,-1.671990767,0.130455092,0.178888793,0.716035254,0.112159379,-0.005314697,stable
1.30750784,6.036714949,8.997576783,4.691760829,4.687207816,-1.089042077,-1.852717246,-1.758582873,0.400868658,,0.076224481,0.284543993,-0.031526254,stable
8.327103125,7.844973134,2.342807735,2.569804688,4.308546941,-1.463799717,-1.709047269,-1.147014156,0.296553068,0.279330649,0.865629573,0.67619199,-0.00506057,stable
8.514369885,7.086244893,9.607476244,9.446515027,3.852837457,-1.93039807,-0.762206965,-1.132113658,0.512364824,0.719571861,,0.062492017,0.042751009,unstable
4.067998646,5.540827771,3.287814786,5.729043308,2.557375661,-0.663174796,-1.264728663,-0.61458624,0.469552597,0.754954967,0.77710922,0.712310652,0.075074584,unstable
6.008515154,5.499192043,8.117619942,7.152713939,4.956768134,-1.351293827,-1.636088895,-1.976505242,0.987564129,,0.55894369,0.428940776,0.061577814,unstable
8.259766418,4.246973441,1.445439637,5.191695396,4.063871892,-0.746223535,-1.868692964,,0.805573879,0.903259292,0.123573204,0.53176944,0.047380779,unstable
9.980232638,,6.421592016,7.169306825,4.313438843,-0.783886179,-1.613426685,-1.925715303,0.252875947,0.549852357,0.32050967,0.058554028,0.012307973,unstable
7.761016519,3.604306215,9.777657644,5.995481575,3.311321399,-0.998662869,-1.248671439,,0.513985236,0.984346031,0.561130192,0.091240841,0.030835565,unstable
1.65315202,4.634039681,7.617597122,6.6980966,,-1.305333198,-1.924449436,-1.971222252,0.90515319,0.271839111,0.636236873,0.670762662,0.021457364,unstable
2.104885691,6.758841964,1.002137774,7.404564258,4.018379682,-0.572098008,-1.931646423,,0.772509297,0.128790738,0.447569167,0.297060248,-0.038187796,stable
1.354360235,9.922955598,5.285091279,5.846860503,1.913394731,-0.525770326,-0.745689534,-0.632383614,0.510223067,0.151623465,0.712546311,0.631412162,0.009682423,unstable
2.958136943,4.543614662,3.926171754,1.692092196,3.900878498,-0.955135538,-1.199733912,-1.749718786,0.121851787,0.823131513,0.925873702,0.762574091,0.045811556,unstable
7.585775374,8.362616694,8.695586208,8.28627265,3.279278117,-1.104200465,-1.468553116,-0.707356315,0.314856511,0.225373485,0.440116588,0.500625482,0.035212446,unstable
,8.455306787,5.395545746,9.885388053,3.873788857,-1.182233968,-0.770697108,-1.94476823,0.850345686,0.499805179,0.532723201,0.653972212,0.015130135,unstable
2.871412192,6.415635391,6.452999246,5.041232234,4.084444906,-1.327157424,-1.748201124,-1.009940779,0.951428922,0.23126436,0.666989109,0.899115358,0.067158855,unstable
4.29788514,6.651959194,8.753696244,,5.458915675,-1.597129305,,-1.915215089,0.380792343,0.432350393,0.406646109,0.555997587,0.031146861,unstable
8.210022324,9.378752926,5.112523927,8.470781552,4.270927491,-1.86816174,-0.983825196,-1.418597131,0.940545962,0.058159795,0.056753759,0.232000347,0.02198215,unstable
2.770777325,0.755593012,3.196355899,4.254701962,4.957872439,-1.684305736,-1.38000801,-1.894647729,0.569255725,0.675463016,0.867086687,0.285215212,-0.007039136,stable
5.946676663,3.860407857,8.304966814,6.681060591,4.038729544,-1.196383544,-1.041805767,-1.798805426,0.466549387,0.174892402,0.706611748,0.632111153,0.050995632,unstable
0.89860999,3.492050985,8.68682502,3.029828941,3.910673375,-0.914128282,-1.130058598,-1.873360048,0.309933774,0.12953659,0.910784236,0.640962168,-0.005175493,stable
2.041803579,0.611739308,5.282973135,1.954666828,4.983384767,-1.838296237,-1.587315344,-1.549748035,0.30725608,0.879196432,0.972629304,0.542266967,-0.027862502,stable
7.263460089,0.86386036,3.568307653,9.356691206,3.516852209,-1.943940037,-0.933364859,-0.665198314,0.745178654,0.218366888,0.09569236,0.587340937,0.018631348,unstable
3.086576933,9.553913134,,6.617119541,,-0.798609764,-1.604750746,-0.617719408,0.278903773,0.73946249,0.529429328,,0.053599922,unstable
8.673132863,2.170047733,5.640870438,4.023536224,3.730753031,-1.621784085,-1.23263351,-0.889256112,,0.990085296,0.711084342,0.616520418,0.048065924,unstable
4.840915162,4.496268204,0.812716263,6.882527227,3.697474125,-0.846070675,-1.135121116,-1.717551749,0.139820072,,0.449469978,0.808154375,0.02343265,unstable
6.332954025,8.950446263,9.797859065,0.793377324,4.39915814,-1.857216029,-1.851557651,-0.678159553,0.855299364,0.381991518,0.284891447,0.967161218,-0.002539293,stable
,3.692868605,7.932230906,8.803625789,5.301909069,-1.992887811,-1.301981477,-1.99861355,0.495218938,0.368741554,0.124787589,0.133717859,-0.035591261,stable
1.326520191,,2.344403235,9.679587989,3.468541299,-0.880056915,,-1.932884772,0.379855019,0.787727769,0.524488719,0.268245112,-0.029605722,stable
2.635122128,4.065308195,4.634200981,,5.034498711,-1.833696811,-1.837540776,-1.382097796,0.736698574,0.565724351,0.263014497,,0.017135488,unstable
4.040338427,9.121140452,3.707592937,7.335465231,4.054051588,-1.14255709,-1.873686509,-1.034259692,0.406762864,0.324950448,0.428348753,0.55474474,0.017649646,unstable
7.970977523,2.558493321,4.366354236,2.054041424,3.468268825,-1.663910703,-1.196586596,-0.591942738,0.741137794,0.402314145,0.916445055,0.233689527,0.026285075,unstable
8.358210384,3.659110216,3.098325437,2.601751205,4.374940683,-1.670041882,-1.432743536,-1.269299603,,0.97747067,0.475782321,0.475762869,0.025477534,unstable
3.735796716,5.652323425,8.873091883,1.199021906,2.559559979,-0.99297901,-0.679443947,-0.881775325,0.076840203,0.619882536,0.927563857,0.05050282,0.029832159,unstable
7.144095381,4.850382879,3.230433394,2.05635215,4.534948037,-1.983906525,-1.378749553,-1.187020323,0.316488658,0.075456662,0.842785149,0.577792999,-0.027978215,stable
7.587080924,6.749284089,1.841485927,8.123528245,5.54264878,-1.884848916,-1.758924907,-1.901944922,0.797831974,0.3284744,0.225691568,0.716253072,0.04974323,unstable
4.138881626,8.567277008,2.635065113,6.333501446,3.500954572,-0.703469717,-1.639553414,-1.165362836,0.635655991,0.399948436,0.760890085,0.136637092,-0.002583923,stable
6.999551056,6.238178794,1.185824744,4.669905575,2.609187053,-0.71708542,-1.177979296,-0.707830386,0.278291424,0.646152865,0.9424643,,0.023324093,unstable
7.396260882,6.112494968,6.888106475,3.910483696,4.68422421,-1.596818025,-1.587454393,-1.482029857,0.592613867,0.537443608,0.422184376,0.772244405,0.060143428,unstable
8.215484278,8.265652701,6.177056579,7.634689441,3.310152525,-0.641384071,-0.800964969,-1.857472031,0.128333972,0.94452866,0.960762183,0.640231435,0.083177489,unstable
3.927545056,0.561129802,4.480034146,1.603159721,3.468266796,-0.853114176,-1.129902572,-1.482471413,0.202222715,0.967669346,0.839405709,0.397331374,-0.023903392,stable
5.015999615,1.411667225,2.878891731,6.715023729,,-1.92258024,-1.327599024,-1.876573523,0.826998265,0.763313075,0.502509323,0.409025256,0.016959553,unstable
4.195373408,8.656835817,9.341031281,2.709285138,3.750373367,-1.338106422,-1.639965141,-0.776166012,0.827604355,0.660110339,0.773814392,0.538428502,0.052633913,unstable
2.960834518,4.004690302,9.707814058,1.884074625,3.706087394,-1.604518114,-0.647445031,-1.450789991,0.32673169,0.238057579,0.179731198,0.892203088,-0.034492532,stable
1.339227657,6.160933833,4.409709756,7.879726699,3.998637707,-1.892694345,-1.079123003,-1.022562927,0.157810681,0.867453722,0.153019876,0.853468443,0.044363869,unstable
6.870337505,5.510626148,3.136693518,0.790757039,4.354394042,-0.600620207,-1.956025004,,0.759524513,0.49088752,0.266699591,0.430305178,0.005220942,unstable
,5.053394944,0.610350043,3.521073695,2.645041019,-1.028108023,-0.755181963,-0.868905859,0.064640341,0.911792304,0.421782833,0.212293119,-0.030888494,stable
8.745013554,4.712252071,7.908672347,9.168347694,2.664080439,-0.511240491,-0.561429082,-1.595234099,0.692190183,0.52872194,0.785894031,0.999989154,0.086750913,unstable
6.081700863,3.894616519,7.257599745,3.060982903,5.294337577,-1.974348551,-1.918239062,-1.407085083,0.478574934,0.890422283,0.442567424,0.612063856,0.049668984,unstable
7.037097588,6.437406463,1.223510032,4.613997355,3.277516701,-0.759029447,-0.802030446,-1.697189201,0.955547293,0.53282828,,0.487632325,0.046315677,unstable
9.286638467,2.363392976,3.247381506,5.123669145,4.150638186,-1.689008558,-5.582606343,-0.594369897,0.307641705,0.453184049,0.86111081,0.495184977,-0.000354714,stable
7.179268214,2.415470128,0.712447902,8.610865396,3.893425859,-1.287818507,-1.859443932,-0.735891817,0.233986616,0.411806924,0.383602384,0.23907972,-0.035679813,stable
7.483642881,1.399189335,8.574756368,3.766363616,3.688033966,-1.059990913,-0.641086114,-1.970089504,0.806691819,0.976867761,0.412407314,0.138916463,0.001274195,unstable
2.053033747,3.500964992,4.77768501,4.095770891,4.896968096,-1.867804056,-1.657557237,,0.426570177,0.956957231,0.404875999,0.103897583,0.003732522,unstable
6.304044408,4.261297604,1.297989338,32.59994857,4.496497524,-1.782564465,-0.994162129,-1.727241288,0.5145263,0.93766421,0.766795934,0.863373129,0.043244733,unstable
8.122057412,8.919475558,4.505285761,8.080741632,5.315147745,-1.564695613,-1.977016949,-1.766650497,0.425664408,0.645780313,0.136257299,0.741250691,0.055006909,unstable
4.035235816,5.419467163,6.177276053,2.695142726,3.371046473,-1.126589955,-1.476977806,,0.146255197,,0.28563752,0.303676865,-0.009008191,stable
,5.110018015,2.435518497,3.390140205,3.092805437,-1.866132292,,-0.504984852,0.754692223,,0.746675732,0.383261546,0.01384472,unstable
3.988927939,5.509760216,8.495843383,8.170466298,4.690836469,-1.348003515,-1.804347284,-1.549653981,0.745637499,0.048978784,0.336916659,0.702603939,0.029784242,unstable
4.473367122,4.224656208,7.733421834,3.815020169,3.138421593,-0.545214964,-1.424401672,,0.924459807,0.798915428,0.884825674,0.797754767,0.096503445,unstable
6.829927656,4.99869794,5.117072153,8.153474178,3.839985833,-1.690655338,-1.313124856,-0.842181815,0.542694478,,0.351631879,0.777991726,0.040829416,unstable
3.766702267,9.946493182,8.138185265,6.834838811,2.705385489,-0.701781527,-1.289785017,-0.725108508,0.545903888,0.80820899,,0.774465259,0.054441883,unstable
6.818270973,7.06561332,3.757341836,5.476572946,3.540022003,-1.653835269,-0.64804853,-1.235412935,0.322692833,0.733848203,0.870030829,0.905731043,0.081904542,unstable
2.947620043,7.325099318,6.918353563,1.234035815,4.433667021,,-1.334143121,-1.82359727,0.533976233,0.617115323,0.95361185,0.818793723,0.030927588,unstable
7.148464727,7.679631895,7.375991716,1.396071756,4.098145375,-0.998104997,-1.116018672,-1.975813608,0.894157776,0.410577075,0.08134958,0.382252903,0.019159075,unstable
3.054615586,4.422622947,1.690697928,8.043287865,4.011510333,-1.336670354,-0.689871705,-2.004495723,0.531109375,0.60511475,,0.566470427,0.003313818,unstable
7.789949107,2.968455375,5.58985222,,5.302433517,,-1.975691909,-1.559043573,0.199289564,0.203463484,0.270608852,0.155468535,-0.043747754,stable
5.257464678,6.797964664,8.855184257,3.38328929,4.275333372,-1.394968056,-1.911593089,-0.976282412,0.074979123,0.499333868,0.697449528,0.726831527,0.03142973,unstable
9.892124589,0.98540913,5.586122656,1.756599613,4.439005295,-1.943155482,-0.561662284,-1.932041585,0.240689447,0.656569956,0.494336723,,-0.047360809,stable
1.238361654,1.296728062,0.906665511,8.388431045,4.082395514,-1.87992213,-0.754899954,-1.442180167,,0.265572808,0.683526283,0.805335648,-0.036997034,stable
1.46878718,6.80300957,2.389123158,2.008955522,4.463177204,-1.319338866,-1.255978173,-1.888837057,0.061385904,0.575201363,,0.903038619,-0.015140018,stable
4.592933342,0.524626778,1.02505347,5.102678574,3.486921195,-1.09149617,-0.781661132,-1.619688512,0.64897683,-2.221014267,0.093128743,0.15625659,-0.022437495,stable
7.374775047,4.316107671,5.668855513,8.301088519,3.291696343,-1.4701082,-1.271213777,-0.553495395,0.269716566,0.268952665,0.439099608,0.323124866,0.005819624,unstable
5.060889631,5.804559914,5.610905037,8.5811989,3.563431494,-1.842593366,-0.858926792,-0.864165892,0.102676737,0.30167219,0.233838893,0.373177685,-0.014438563,stable
-22.08240769,4.426223058,0.78176772,3.635448747,,-0.883714842,-1.221902788,-1.943024838,0.947800633,0.122161715,0.598807821,0.454599655,-0.004042582,stable
3.702811916,9.390764366,3.037954989,7.272292311,3.991269224,-1.043696737,-1.738062926,-1.197859928,0.937306641,0.434248706,0.152316601,0.463688436,0.019649543,unstable
1.600411498,5.874977511,0.575578848,9.9122347,3.080843529,-0.63865747,,-0.723746368,0.326091468,0.175766813,0.465488131,0.784664112,-0.028156373,stable
9.293366476,7.279040844,1.588222741,6.681728631,5.373798645,-1.995574052,,-1.550219393,0.076997538,0.461939675,0.909652163,0.793701823,0.010500983,unstable
0.62959529,3.73036231,3.437243574,2.741721128,3.892559926,-0.826813866,-1.179805469,-1.895358246,0.956524684,0.637176506,,0.667507185,-0.005867404,stable
